Stofnaam	CAS-nummer	EG-nummer	Aquo-code	SIKB-id	Categorie	Compartiment	Norm	Waarde	Eenheid	Normwaardestatus.code	Normwaardestatus.omschrijving	Achtergrondconcentratie.code	Achtergrondconcentratie.omschrijving	Toelichtende voetnoot 1	Toelichtende voetnoot 2	Toelichtende voetnoot 3	Toelichtende voetnoot 4	Norm.code	Norm.omschrijving	Normsubgroup.code	Normsubgroup.omschrijving	Compartiment.code	Compartiment.omschrijving	Compartimentsubgroep.code	Compartimentsubgroep.omschrijving	Grootheid.code	Grootheid.omschrijving	Hoedanigheid.code	Hoedanigheid.omschrijving	Waardebewerkingsmethode.code 	Waardebewerkingsmethode.omschrijving	Geldigheid.begindatum	Geldigheid.einddatum	
3-nitroaniline	99-09-2	202-729-1	3NO2An	2333	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MTR (totaal)	340	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	P90	90-Percentiel			
3-pentanol	584-02-1	209-526-7	3C5ol	3031	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	130	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
4,4,15,15-tetraethoxy-3,16-dioxy-8,9,10,11-tetrathia,15-disilaoctodecaan	40372-72-3	254-896-5			Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR			NBV	Niet beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
4,5-dichloor-2-nitroaniline	6641-64-1	229-657-3	45DCl2NO2An	3052	Milieu	Oppervlaktewater zoet	log Kp l/kg (zwevend stof)	1,81		BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					Kp	log Kp	NVT	Niet van toepassing	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	NVT	Niet van toepassing	NVT	Niet van toepassing	NVT	Niet van toepassing			
4,5-dichloor-2-nitroaniline	6641-64-1	229-657-3	45DCl2NO2An	3052	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MTR (opgelost)	2	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
4,5-dichloor-2-nitroaniline	6641-64-1	229-657-3	45DCl2NO2An	3052	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MTR (totaal)	2	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	P90	90-Percentiel			
4,6-dinitro-o-cresol	534-52-1	208-601-1	DNOC	668	Milieu	Oppervlaktewater zoet	log Kp l/kg (zwevend stof)	1,82		BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					Kp	log Kp	NVT	Niet van toepassing	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	NVT	Niet van toepassing	NVT	Niet van toepassing	NVT	Niet van toepassing			
4,6-dinitro-o-cresol	534-52-1	208-601-1	DNOC	668	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren JG-MKN (totaal)	9,2	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					JG-MKN	Jaargemiddelde milieukwaliteitsnorm	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	JGM	Jaargemiddelde			
4,6-dinitro-o-cresol	534-52-1	208-601-1	DNOC	668	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MAC-MKN (opgelost)	9,2	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MAC	Maximaal aanvaardbare concentratie	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	MAX	Maximum			
4,6-dinitro-o-cresol	534-52-1	208-601-1	DNOC	668	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MAC-MKN (totaal)	9,2	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MAC	Maximaal aanvaardbare concentratie	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	MAX	Maximum			
4-amino-2,6-dinitrotolueen	19406-51-0		4Ao26DNO2Tol	5569	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR			NBV	Niet beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
4-aminoazobenzeen	60-09-3	200-453-6	4AoazBen	3055	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR			NBV	Niet beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
4-butoxybutaanzuur	55724-73-7		4C4oxC4azr	3071	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR			NBV	Niet beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
4-chloor-2-methylfenol	1570-64-5	216-381-3	4Cl2C1yFol	224	Milieu	Oppervlaktewater zoet	log Kp l/kg (zwevend stof)	1,68		BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					Kp	log Kp	NVT	Niet van toepassing	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	NVT	Niet van toepassing	NVT	Niet van toepassing	NVT	Niet van toepassing			
4-chloor-2-methylfenol	1570-64-5	216-381-3	4Cl2C1yFol	224	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MTR (opgelost)	50	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
4-chloor-2-methylfenol	1570-64-5	216-381-3	4Cl2C1yFol	224	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MTR (totaal)	50	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	P90	90-Percentiel			
4-chloor-2-nitroaniline	89-63-4	201-925-4	4Cl2NO2An	3077	Milieu	Oppervlaktewater zoet	log Kp l/kg (zwevend stof)	1,4		BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					Kp	log Kp	NVT	Niet van toepassing	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	NVT	Niet van toepassing	NVT	Niet van toepassing	NVT	Niet van toepassing			
4-chloor-2-nitroaniline	89-63-4	201-925-4	4Cl2NO2An	3077	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MTR (totaal)	3	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie	Deze stof was op genomen in de bijlage bij de Regeling monitoring kaderrichtlijn water van 14 april 2010, maar is niet meer opgenomen in de huidige regeling. Dit komt omdat geconstateerd dat deze stof niet meer relevant is voor het monitoren van de waterkwaliteit omdat deze stof al verschillende jaren niet of nauwelijks is aangetroffen en/of de concentraties ruimschoots lager zijn dan de in de vorige regeling gehanteerde normen.				MTR	Maximaal toelaatbaar risiconiveau	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	P90	90-Percentiel			
4-chloor-2-nitrotolueen	89-59-8	201-921-2	4Cl2NO2Tol	3079	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MTR (opgelost)	4	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie	Deze stof was op genomen in de bijlage bij de Regeling monitoring kaderrichtlijn water van 14 april 2010, maar is niet meer opgenomen in de huidige regeling. Dit komt omdat geconstateerd dat deze stof niet meer relevant is voor het monitoren van de waterkwaliteit omdat deze stof al verschillende jaren niet of nauwelijks is aangetroffen en/of de concentraties ruimschoots lager zijn dan de in de vorige regeling gehanteerde normen.				MTR	Maximaal toelaatbaar risiconiveau	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
4-chloor-3-methylfenol	59-50-7	200-431-6	4Cl3C1yFol	227	Milieu	Oppervlaktewater zoet	log Kp l/kg (zwevend stof)	1,92		BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					Kp	log Kp	NVT	Niet van toepassing	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	NVT	Niet van toepassing	NVT	Niet van toepassing	NVT	Niet van toepassing			
4-chloor-3-methylfenol	59-50-7	200-431-6	4Cl3C1yFol	227	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren JG-MKN (totaal)	6,4	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie	Deze stof was op genomen in de bijlage bij de Regeling monitoring kaderrichtlijn water van 14 april 2010, maar is niet meer opgenomen in de huidige regeling. Dit komt omdat geconstateerd dat deze stof niet meer relevant is voor het monitoren van de waterkwaliteit omdat deze stof al verschillende jaren niet of nauwelijks is aangetroffen en/of de concentraties ruimschoots lager zijn dan de in de vorige regeling gehanteerde normen.				JG-MKN	Jaargemiddelde milieukwaliteitsnorm	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	JGM	Jaargemiddelde			
4-chloor-3-methylfenol	59-50-7	200-431-6	4Cl3C1yFol	227	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MAC-MKN (totaal)	64	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie	Deze stof was op genomen in de bijlage bij de Regeling monitoring kaderrichtlijn water van 14 april 2010, maar is niet meer opgenomen in de huidige regeling. Dit komt omdat geconstateerd dat deze stof niet meer relevant is voor het monitoren van de waterkwaliteit omdat deze stof al verschillende jaren niet of nauwelijks is aangetroffen en/of de concentraties ruimschoots lager zijn dan de in de vorige regeling gehanteerde normen.				MAC	Maximaal aanvaardbare concentratie	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	MAX	Maximum			
4-chloor-3-nitroaniline	635-22-3	211-231-3	4Cl3NO2An	5268	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MTR (opgelost)	3	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
4-chloor-3-nitroaniline	635-22-3	211-231-3	4Cl3NO2An	5268	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MTR (totaal)	3	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	P90	90-Percentiel			
4-chlooraniline	106-47-8	203-401-0	4ClAn	228	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren wettelijk JG-MKN (totaal)	0,22	µg/l	NR	Uit regelgeving	INCLAC	Inclusief achtergrondconcentratie					JG-MKN	Jaargemiddelde milieukwaliteitsnorm	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	JGM	Jaargemiddelde			
4-chlooraniline	106-47-8	203-401-0	4ClAn	228	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren wettelijk MAC-MKN (totaal)	1,2	µg/l	NR	Uit regelgeving	INCLAC	Inclusief achtergrondconcentratie					MAC	Maximaal aanvaardbare concentratie	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	MAX	Maximum			
4-chlooraniline	106-47-8	203-401-0	4ClAn	228	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren JG-MKN (opgelost)	0,22	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					JG-MKN	Jaargemiddelde milieukwaliteitsnorm	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	JGM	Jaargemiddelde			
4-chlooraniline	106-47-8	203-401-0	4ClAn	228	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MAC-MKN (opgelost)	1,2	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MAC	Maximaal aanvaardbare concentratie	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	MAX	Maximum			
4-chloorfenol	106-48-9	203-402-6	4ClFol	229	Milieu	Oppervlaktewater zoet	log Kp l/kg (zwevend stof)	1,48		BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					Kp	log Kp	NVT	Niet van toepassing	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	NVT	Niet van toepassing	NVT	Niet van toepassing	NVT	Niet van toepassing			
4-chloorfenol	106-48-9	203-402-6	4ClFol	229	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren JG-MKN (totaal)	16	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie	Deze stof was op genomen in de bijlage bij de Regeling monitoring kaderrichtlijn water van 14 april 2010, maar is niet meer opgenomen in de huidige regeling. Dit komt omdat geconstateerd dat deze stof niet meer relevant is voor het monitoren van de waterkwaliteit omdat deze stof al verschillende jaren niet of nauwelijks is aangetroffen en/of de concentraties ruimschoots lager zijn dan de in de vorige regeling gehanteerde normen.				JG-MKN	Jaargemiddelde milieukwaliteitsnorm	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	JGM	Jaargemiddelde			
4-chloorfenol	106-48-9	203-402-6	4ClFol	229	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MAC-MKN (totaal)	89	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie	Deze stof was op genomen in de bijlage bij de Regeling monitoring kaderrichtlijn water van 14 april 2010, maar is niet meer opgenomen in de huidige regeling. Dit komt omdat geconstateerd dat deze stof niet meer relevant is voor het monitoren van de waterkwaliteit omdat deze stof al verschillende jaren niet of nauwelijks is aangetroffen en/of de concentraties ruimschoots lager zijn dan de in de vorige regeling gehanteerde normen.				MAC	Maximaal aanvaardbare concentratie	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	MAX	Maximum			
4-chloorfenoxyazijnzuur	122-88-3	204-581-3	4CPA	2412	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	12,5	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
4-chloor-N-methylaniline	932-96-7	213-262-8	4ClNC1yAn	3083	Milieu	Oppervlaktewater zoet	log Kp l/kg (zwevend stof)	1,61		BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					Kp	log Kp	NVT	Niet van toepassing	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	NVT	Niet van toepassing	NVT	Niet van toepassing	NVT	Niet van toepassing			
4-chloor-N-methylaniline	932-96-7	213-262-8	4ClNC1yAn	3083	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MTR (opgelost)	6,2	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie	Deze stof was op genomen in de bijlage bij de Regeling monitoring kaderrichtlijn water van 14 april 2010, maar is niet meer opgenomen in de huidige regeling. Dit komt omdat geconstateerd dat deze stof niet meer relevant is voor het monitoren van de waterkwaliteit omdat deze stof al verschillende jaren niet of nauwelijks is aangetroffen en/of de concentraties ruimschoots lager zijn dan de in de vorige regeling gehanteerde normen.				MTR	Maximaal toelaatbaar risiconiveau	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
4-chloor-o-toluïdine	95-69-2	202-441-6	4Cl2C1yAn	3075	Milieu	Oppervlaktewater zoet	log Kp l/kg (zwevend stof)	1,61		BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					Kp	log Kp	NVT	Niet van toepassing	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	NVT	Niet van toepassing	NVT	Niet van toepassing	NVT	Niet van toepassing			
4-chloor-o-toluïdine	95-69-2	202-441-6	4Cl2C1yAn	3075	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MTR (opgelost)	6,2	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie	Deze stof was op genomen in de bijlage bij de Regeling monitoring kaderrichtlijn water van 14 april 2010, maar is niet meer opgenomen in de huidige regeling. Dit komt omdat geconstateerd dat deze stof niet meer relevant is voor het monitoren van de waterkwaliteit omdat deze stof al verschillende jaren niet of nauwelijks is aangetroffen en/of de concentraties ruimschoots lager zijn dan de in de vorige regeling gehanteerde normen.				MTR	Maximaal toelaatbaar risiconiveau	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
4-chloortolueen	106-43-4	203-397-0	4ClTol	1358	Milieu	Oppervlaktewater zoet	log Kp l/kg (zwevend stof)	2,33		BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					Kp	log Kp	NVT	Niet van toepassing	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	NVT	Niet van toepassing	NVT	Niet van toepassing	NVT	Niet van toepassing			
4-chloortolueen	106-43-4	203-397-0	4ClTol	1358	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MTR (totaal)	310	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie	Deze stof was op genomen in de bijlage bij de Regeling monitoring kaderrichtlijn water van 14 april 2010, maar is niet meer opgenomen in de huidige regeling. Dit komt omdat geconstateerd dat deze stof niet meer relevant is voor het monitoren van de waterkwaliteit omdat deze stof al verschillende jaren niet of nauwelijks is aangetroffen en/of de concentraties ruimschoots lager zijn dan de in de vorige regeling gehanteerde normen.				MTR	Maximaal toelaatbaar risiconiveau	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	P90	90-Percentiel			
4-ethyltolueen	622-96-8	210-761-2	4C2yTol	232	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	2,5	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
4-hydroxy-4-methyl-2-pentanon	123-42-2	204-626-7	4Hox4C1y2C5o	588	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	942	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
4-methyl-2-pentanon	108-10-1	203-550-1	4C1y2C5on	1175	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren Indicatief MTR (opgelost)	400	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	IND	Indicatieve norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
4-nitroaniline	100-01-6	202-810-1	4NO2An	2335	Milieu	Oppervlaktewater zoet	log Kp l/kg (zwevend stof)	0,93		BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					Kp	log Kp	NVT	Niet van toepassing	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	NVT	Niet van toepassing	NVT	Niet van toepassing	NVT	Niet van toepassing			
4-nitroaniline	100-01-6	202-810-1	4NO2An	2335	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MTR (opgelost)	340	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	nf	na filtratie (opgeloste fractie)	P90	90-Percentiel			
4-nitroaniline	100-01-6	202-810-1	4NO2An	2335	Milieu	Oppervlaktewater zoet	Landoppervlaktewateren MTR (totaal)	340	µg/l	BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					MTR	Maximaal toelaatbaar risiconiveau	GED	Gedegen norm	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	CONCTTE	(massa)Concentratie	NVT	Niet van toepassing	P90	90-Percentiel			
4-nitro-N-fenylaniline	836-30-6	212-646-2	4NO2DFyAe	3087	Milieu	Oppervlaktewater zoet	log Kp l/kg (zwevend stof)	2,55		BV	Beleidsmatig vastgesteld	INCLAC	Inclusief achtergrondconcentratie					Kp	log Kp	NVT	Niet van toepassing	OW	Oppervlaktewater	ZOET	Landoppervlaktewateren	NVT	Niet van toepassing	NVT	Niet van toepassing	NVT	Niet van toepassing			
